Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nn,00408634,1,"Sunday, April  7, 2013 03:29:45 UTC",38.7888,-118.5031,1.8,9.50,13,"Nevada"
ak,10689185,2,"Sunday, April  7, 2013 03:12:17 UTC",60.7422,-151.6584,1.5,79.60,22,"Kenai Peninsula, Alaska"
ci,11281018,2,"Sunday, April  7, 2013 03:04:35 UTC",33.8142,-116.1043,2.0,4.20,12,"Southern California"
ci,11281010,2,"Sunday, April  7, 2013 03:04:31 UTC",33.8052,-116.0920,1.8,2.30,38,"Southern California"
ci,11281002,2,"Sunday, April  7, 2013 02:47:34 UTC",36.1073,-117.6203,1.4,1.00,18,"Central California"
ak,10689173,1,"Sunday, April  7, 2013 02:35:21 UTC",62.1231,-152.2462,1.8,115.70,13,"Central Alaska"
ak,10689171,2,"Sunday, April  7, 2013 02:25:16 UTC",58.9142,-137.5912,1.5,0.50,12,"Southeastern Alaska"
ak,10689167,2,"Sunday, April  7, 2013 02:11:26 UTC",51.6991,-177.6340,1.6,13.10,14,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11280970,2,"Sunday, April  7, 2013 02:09:45 UTC",36.0497,-117.8608,1.1,1.80,15,"Central California"
ci,11280962,3,"Sunday, April  7, 2013 02:08:40 UTC",33.8032,-116.0900,1.4,1.90,39,"Southern California"
ak,10689166,1,"Sunday, April  7, 2013 02:03:28 UTC",61.4498,-150.0064,1.5,35.40, 5,"Southern Alaska"
ci,11280946,2,"Sunday, April  7, 2013 01:53:24 UTC",36.0470,-117.8565,1.1,2.10,14,"Central California"
us,b000g1jk,A,"Sunday, April  7, 2013 01:31:18 UTC",17.4136,147.3515,5.4,31.60,87,"Mariana Islands region"
ak,10689153,1,"Sunday, April  7, 2013 01:16:12 UTC",61.3033,-150.5461,2.1,51.10,20,"Southern Alaska"
nn,00408624,1,"Sunday, April  7, 2013 01:12:56 UTC",38.8850,-118.7286,1.6,12.80,14,"Nevada"
ci,11280930,3,"Sunday, April  7, 2013 01:03:45 UTC",34.0057,-117.1830,1.2,6.70,60,"Greater Los Angeles area, California"
ak,10689149,1,"Sunday, April  7, 2013 01:00:15 UTC",60.1909,-140.1046,1.6,11.20, 7,"Southern Yukon Territory, Canada"
ak,10689146,1,"Sunday, April  7, 2013 00:52:38 UTC",61.5733,-150.0663,1.9,19.30,23,"Southern Alaska"
ak,10689145,2,"Sunday, April  7, 2013 00:37:09 UTC",51.5018,-178.0905,2.1,7.00,19,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11280922,2,"Sunday, April  7, 2013 00:15:39 UTC",33.8028,-116.0937,1.0,2.50,15,"Southern California"
nc,71967435,5,"Sunday, April  7, 2013 00:09:25 UTC",40.4385,-124.0853,2.1,26.30,33,"Northern California"
ak,10689133,1,"Sunday, April  7, 2013 00:00:25 UTC",61.4318,-147.4239,3.0,12.00,56,"Southern Alaska"
nc,71967430,5,"Saturday, April  6, 2013 23:54:01 UTC",36.2593,-120.4518,2.4,13.60,95,"Central California"
ak,10689125,2,"Saturday, April  6, 2013 23:31:48 UTC",63.2407,-150.4955,2.9,124.20,80,"Central Alaska"
ci,11280906,2,"Saturday, April  6, 2013 23:18:54 UTC",33.9743,-116.8675,1.4,19.00,48,"Southern California"
ak,10689115,2,"Saturday, April  6, 2013 22:52:13 UTC",62.9837,-150.4406,2.0,99.40,53,"Central Alaska"
ak,10689109,2,"Saturday, April  6, 2013 22:33:55 UTC",63.9274,-148.9213,2.3,0.00,20,"Central Alaska"
ak,10689108,2,"Saturday, April  6, 2013 22:33:52 UTC",61.8286,-150.2630,2.1,48.10,27,"Southern Alaska"
nc,71967410,1,"Saturday, April  6, 2013 22:28:29 UTC",38.8163,-122.8313,1.1,3.20,24,"Northern California"
nc,71967395,0,"Saturday, April  6, 2013 21:41:11 UTC",38.8320,-122.7535,1.3,0.80,19,"Northern California"
ak,10689097,2,"Saturday, April  6, 2013 21:36:41 UTC",61.4050,-146.5724,2.0,9.00,45,"Southern Alaska"
ak,10690154,2,"Saturday, April  6, 2013 21:30:08 UTC",52.1687,-174.5240,2.6,221.80,20,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11280842,0,"Saturday, April  6, 2013 21:29:53 UTC",33.8480,-118.4450,1.9,3.20,36,"Santa Monica Bay, California"
ci,11280834,0,"Saturday, April  6, 2013 21:24:07 UTC",33.8020,-116.0980,1.3,2.40,44,"Southern California"
ak,10689092,3,"Saturday, April  6, 2013 21:19:20 UTC",63.1705,-150.3609,1.0,111.90,21,"Central Alaska"
uw,60515387,2,"Saturday, April  6, 2013 21:14:46 UTC",49.3743,-120.4770,2.4,0.00, 8,"British Columbia, Canada"
ci,11280826,0,"Saturday, April  6, 2013 21:03:30 UTC",34.3357,-118.2712,2.0,7.90,38,"Southern California"
us,b000g1km,4,"Saturday, April  6, 2013 20:49:05 UTC",45.9100,6.0600,3.4,2.00, 0,"France"
ak,10690151,2,"Saturday, April  6, 2013 20:46:46 UTC",63.0071,-150.3577,1.2,84.80,24,"Central Alaska"
ak,10689086,2,"Saturday, April  6, 2013 20:42:24 UTC",60.5929,-145.0300,1.4,5.00,26,"Southern Alaska"
ak,10689083,2,"Saturday, April  6, 2013 20:31:55 UTC",65.1435,-150.2429,1.3,5.10,20,"northern Alaska"
ak,10689081,2,"Saturday, April  6, 2013 20:25:14 UTC",63.3158,-151.1409,1.1,16.60,26,"Central Alaska"
nc,71967380,0,"Saturday, April  6, 2013 20:20:15 UTC",38.8277,-122.8052,1.0,2.80,22,"Northern California"
us,b000g1fx,4,"Saturday, April  6, 2013 19:57:48 UTC",16.2687,147.2753,4.8,49.60,69,"Mariana Islands region"
nc,71967375,6,"Saturday, April  6, 2013 19:40:54 UTC",40.2943,-124.5008,3.0,19.70,31,"offshore Northern California"
ci,11280802,0,"Saturday, April  6, 2013 19:24:02 UTC",33.4948,-116.4432,1.7,6.40,90,"Southern California"
nc,71967365,0,"Saturday, April  6, 2013 19:14:13 UTC",37.9228,-121.8110,1.8,8.80,11,"San Francisco Bay area, California"
us,b000g1f3,8,"Saturday, April  6, 2013 19:05:53 UTC",31.5636,140.3265,4.8,57.30,69,"Izu Islands, Japan region"
ci,11280778,0,"Saturday, April  6, 2013 18:55:27 UTC",33.5055,-116.4340,1.0,11.40,33,"Southern California"
nc,71967350,0,"Saturday, April  6, 2013 18:47:50 UTC",38.8103,-122.8115,1.0,1.60,20,"Northern California"
ak,10689064,2,"Saturday, April  6, 2013 18:43:01 UTC",62.1290,-151.3345,1.6,83.80,35,"Central Alaska"
ci,11280770,0,"Saturday, April  6, 2013 18:42:14 UTC",33.4962,-116.4357,1.3,9.70,60,"Southern California"
us,b000g1eh,8,"Saturday, April  6, 2013 18:36:44 UTC",30.0944,88.0814,4.7,34.70,62,"western Xizang"
nc,71967335,1,"Saturday, April  6, 2013 18:24:41 UTC",38.8067,-122.8175,1.6,2.60,24,"Northern California"
ci,11280754,0,"Saturday, April  6, 2013 18:24:41 UTC",33.8060,-116.0850,1.2,8.70,32,"Southern California"
ci,11280746,0,"Saturday, April  6, 2013 18:19:31 UTC",33.8032,-116.0918,1.3,3.20,48,"Southern California"
ci,11280738,0,"Saturday, April  6, 2013 18:18:59 UTC",33.8005,-116.0945,1.2,2.30,46,"Southern California"
ak,10690146,2,"Saturday, April  6, 2013 18:11:16 UTC",53.1530,-164.6848,2.1,11.20,12,"Unimak Island region, Alaska"
ak,10689047,2,"Saturday, April  6, 2013 17:53:32 UTC",60.4823,-151.8264,1.9,77.10,28,"Kenai Peninsula, Alaska"
ak,10688979,2,"Saturday, April  6, 2013 17:50:38 UTC",62.9688,-148.6245,1.6,9.80,33,"Central Alaska"
ak,10688961,2,"Saturday, April  6, 2013 17:44:16 UTC",63.3244,-148.9137,1.4,88.60,41,"Central Alaska"
ak,10688959,2,"Saturday, April  6, 2013 17:33:46 UTC",53.1373,-161.9864,3.0,25.70,25,"south of Alaska"
ak,10688889,2,"Saturday, April  6, 2013 17:29:16 UTC",61.1111,-147.2657,1.2,20.00,18,"Southern Alaska"
ci,11280722,0,"Saturday, April  6, 2013 17:28:52 UTC",34.2463,-117.7795,1.9,11.40,82,"Southern California"
ak,10690140,2,"Saturday, April  6, 2013 17:23:42 UTC",62.2187,-152.3197,1.4,115.70,17,"Central Alaska"
ci,11280706,0,"Saturday, April  6, 2013 17:18:52 UTC",33.8023,-116.0928,1.3,2.10,51,"Southern California"
ak,10688877,2,"Saturday, April  6, 2013 17:15:58 UTC",63.2479,-150.3811,1.3,115.70,26,"Central Alaska"
ak,10688875,2,"Saturday, April  6, 2013 17:14:52 UTC",55.3072,-159.6728,2.5,54.60,20,"Alaska Peninsula"
ci,11280690,0,"Saturday, April  6, 2013 17:06:37 UTC",33.8815,-116.8398,1.1,15.40,53,"Southern California"
uw,60515347,2,"Saturday, April  6, 2013 16:50:30 UTC",45.6417,-122.7688,1.1,19.20,21,"Portland urban area, Oregon"
nc,71967305,3,"Saturday, April  6, 2013 16:35:36 UTC",38.8123,-122.8285,2.4,2.40,69,"Northern California"
ci,11280666,3,"Saturday, April  6, 2013 16:10:40 UTC",33.8023,-116.0918,2.9,3.40,72,"Southern California"
ak,10690137,2,"Saturday, April  6, 2013 16:09:10 UTC",65.2816,-151.4360,1.2,10.70,11,"northern Alaska"
ak,10690136,2,"Saturday, April  6, 2013 16:08:04 UTC",63.6546,-149.6112,1.0,119.00,24,"Central Alaska"
ak,10688858,2,"Saturday, April  6, 2013 16:00:53 UTC",62.5335,-151.2384,2.0,87.60,49,"Central Alaska"
nc,71070714,4,"Saturday, April  6, 2013 15:57:43 UTC",38.7677,-122.7217,2.0,2.10,32,"Northern California"
nc,71967280,3,"Saturday, April  6, 2013 15:57:27 UTC",38.7705,-122.7212,2.2,1.80,70,"Northern California"
us,b000g1a3,4,"Saturday, April  6, 2013 15:51:53 UTC",57.1716,-138.2755,3.7,21.90,33,"off the coast of Southeastern Alaska"
nc,71967275,1,"Saturday, April  6, 2013 15:49:25 UTC",38.7870,-122.7625,1.7,1.80,30,"Northern California"
ci,11280658,0,"Saturday, April  6, 2013 15:35:22 UTC",33.9135,-116.7100,1.7,14.40,97,"Southern California"
ci,11280650,0,"Saturday, April  6, 2013 15:32:22 UTC",33.6987,-116.1032,1.1,10.90,22,"Southern California"
ci,11280642,0,"Saturday, April  6, 2013 15:30:58 UTC",33.9203,-116.7095,1.1,15.80,45,"Southern California"
ci,11280634,0,"Saturday, April  6, 2013 15:30:13 UTC",33.9208,-116.7110,1.4,15.70,75,"Southern California"
ci,11280626,3,"Saturday, April  6, 2013 15:22:16 UTC",33.8020,-116.0933,2.6,3.40,70,"Southern California"
ci,11280618,0,"Saturday, April  6, 2013 15:12:59 UTC",33.8010,-116.0847,2.3,4.70,86,"Southern California"
ci,11280610,0,"Saturday, April  6, 2013 15:01:29 UTC",36.0190,-117.8047,2.0,1.70,11,"Central California"
ci,11280602,0,"Saturday, April  6, 2013 14:40:22 UTC",33.6437,-116.7585,1.5,14.50,74,"Southern California"
ci,11280594,0,"Saturday, April  6, 2013 14:36:47 UTC",33.8008,-116.0870,1.6,6.40,56,"Southern California"
uu,60018267,4,"Saturday, April  6, 2013 14:35:54 UTC",36.8358,-111.4985,2.8,10.70,17,"Arizona"
ak,10688822,2,"Saturday, April  6, 2013 14:30:45 UTC",61.2380,-147.6996,1.3,0.00,10,"Southern Alaska"
nc,71967230,0,"Saturday, April  6, 2013 14:27:13 UTC",38.6388,-122.8600,1.8,4.60,19,"Northern California"
nc,71967215,0,"Saturday, April  6, 2013 14:15:17 UTC",38.8423,-122.8307,1.2,2.40,16,"Northern California"
ak,10690132,2,"Saturday, April  6, 2013 14:13:47 UTC",66.1162,-161.5611,2.6,21.80,14,"northern Alaska"
nc,71967205,3,"Saturday, April  6, 2013 14:13:41 UTC",38.7933,-122.7922,2.5,1.50,83,"Northern California"
nc,71967200,0,"Saturday, April  6, 2013 14:11:50 UTC",38.7478,-122.6925,1.1,1.10, 7,"Northern California"
ak,10688804,3,"Saturday, April  6, 2013 13:50:26 UTC",61.4619,-140.4212,1.2,2.80,21,"Southern Yukon Territory, Canada"
ak,10688793,2,"Saturday, April  6, 2013 13:49:01 UTC",64.4785,-147.9381,1.0,19.50,21,"Central Alaska"
nc,71967190,0,"Saturday, April  6, 2013 13:47:49 UTC",38.7443,-122.6947,1.4,1.20,14,"Northern California"
nc,71967185,0,"Saturday, April  6, 2013 13:47:15 UTC",38.7488,-122.7003,1.5,1.60, 8,"Northern California"
ci,11280546,2,"Saturday, April  6, 2013 13:47:14 UTC",33.7993,-116.0877,1.7,3.50,53,"Southern California"
ci,11280538,2,"Saturday, April  6, 2013 13:46:52 UTC",36.0440,-117.8593,2.2,2.10,32,"Central California"
ci,11280530,2,"Saturday, April  6, 2013 13:44:09 UTC",33.8010,-116.0917,1.6,2.90,51,"Southern California"
ak,10688791,2,"Saturday, April  6, 2013 13:44:02 UTC",63.1156,-150.0748,1.0,94.10,21,"Central Alaska"
ak,10688790,3,"Saturday, April  6, 2013 13:37:23 UTC",61.7477,-149.4855,1.0,36.70,25,"Southern Alaska"
ak,10688784,2,"Saturday, April  6, 2013 13:31:20 UTC",64.7836,-148.7836,1.4,11.00,29,"Central Alaska"
ak,10688783,2,"Saturday, April  6, 2013 13:27:02 UTC",63.2142,-150.6799,1.5,130.60,31,"Central Alaska"
ak,10688781,2,"Saturday, April  6, 2013 13:25:42 UTC",61.7136,-147.9924,1.3,14.20,28,"Southern Alaska"
nc,71967165,0,"Saturday, April  6, 2013 13:18:16 UTC",38.7937,-122.7930,1.1,1.20,17,"Northern California"
nc,71967155,2,"Saturday, April  6, 2013 12:53:02 UTC",37.5342,-119.4345,1.4,19.30,18,"Central California"
us,b000g17s,8,"Saturday, April  6, 2013 12:27:56 UTC",-4.1935,142.4444,5.1,118.60,53,"New Guinea, Papua New Guinea"
us,b000g17r,7,"Saturday, April  6, 2013 12:27:01 UTC",-19.4630,-175.0608,5.1,77.40,69,"Tonga"
ak,10688763,3,"Saturday, April  6, 2013 12:15:20 UTC",63.0084,-150.4412,1.1,99.10,23,"Central Alaska"
ak,10688760,2,"Saturday, April  6, 2013 12:06:45 UTC",61.7228,-151.2267,1.7,76.50,44,"Southern Alaska"
us,b000g17k,5,"Saturday, April  6, 2013 12:06:26 UTC",-3.4090,138.5598,4.5,69.60,22,"Papua, Indonesia"
ci,11280482,2,"Saturday, April  6, 2013 12:05:51 UTC",36.0300,-117.5142,1.1,7.20,22,"Central California"
ak,10690119,2,"Saturday, April  6, 2013 11:48:41 UTC",61.3187,-151.7825,1.4,99.40,30,"Southern Alaska"
ci,11280458,2,"Saturday, April  6, 2013 11:46:08 UTC",36.0455,-117.8615,2.1,2.00,35,"Central California"
us,b000g171,9,"Saturday, April  6, 2013 11:26:07 UTC",34.8891,24.0853,5.3,35.00,83,"Crete, Greece"
uw,60515302,2,"Saturday, April  6, 2013 11:15:18 UTC",47.7483,-122.1707,1.1,26.70,27,"Seattle-Tacoma urban area, Washington"
ak,10688744,2,"Saturday, April  6, 2013 11:11:22 UTC",65.1039,-148.3273,1.0,15.40,21,"northern Alaska"
us,b000g16u,7,"Saturday, April  6, 2013 10:59:44 UTC",12.0668,-87.7951,4.9,47.70,81,"near the coast of Nicaragua"
us,b000g16s,7,"Saturday, April  6, 2013 10:55:42 UTC",-4.6538,153.1156,5.3,66.40,67,"New Ireland region, Papua New Guinea"
nc,71967135,2,"Saturday, April  6, 2013 10:55:13 UTC",36.5895,-121.1870,1.0,3.50,18,"Central California"
ci,11280450,2,"Saturday, April  6, 2013 10:46:37 UTC",33.4832,-116.4622,1.9,9.20,66,"Southern California"
ak,10688737,2,"Saturday, April  6, 2013 10:28:04 UTC",60.6534,-151.1501,1.4,62.30,29,"Kenai Peninsula, Alaska"
ci,11280426,2,"Saturday, April  6, 2013 10:23:49 UTC",33.8018,-116.0905,1.6,2.90,49,"Southern California"
ak,10690116,2,"Saturday, April  6, 2013 10:23:28 UTC",62.7521,-151.7294,1.0,9.20,18,"Central Alaska"
ak,10688733,2,"Saturday, April  6, 2013 10:07:25 UTC",61.0824,-151.0574,1.3,4.40,20,"Southern Alaska"
us,b000g16l,8,"Saturday, April  6, 2013 10:04:10 UTC",-3.4684,138.4474,4.7,86.00,49,"Papua, Indonesia"
ak,10688729,2,"Saturday, April  6, 2013 09:37:30 UTC",62.1026,-145.1444,1.2,19.50,18,"Central Alaska"
us,b000g16h,6,"Saturday, April  6, 2013 09:34:13 UTC",-9.9049,-75.4870,4.6,45.10,54,"central Peru"
nc,71967105,1,"Saturday, April  6, 2013 09:24:58 UTC",38.8105,-122.8157,1.5,3.10,25,"Northern California"
ak,10688722,2,"Saturday, April  6, 2013 09:22:43 UTC",61.5690,-149.9591,2.0,42.90,49,"Southern Alaska"
ak,10688720,2,"Saturday, April  6, 2013 09:15:11 UTC",53.2944,-166.8368,2.3,58.20,22,"Fox Islands, Aleutian Islands, Alaska"
nc,71070829,3,"Saturday, April  6, 2013 09:12:55 UTC",40.4825,-124.1915,1.3,19.90,16,"Northern California"
ci,11280402,2,"Saturday, April  6, 2013 09:07:45 UTC",36.0635,-117.8737,1.3,2.40,26,"Central California"
ci,11280394,2,"Saturday, April  6, 2013 09:07:13 UTC",36.0618,-117.8742,1.0,2.10,24,"Central California"
uu,60018252,2,"Saturday, April  6, 2013 09:01:44 UTC",39.3648,-111.4035,1.0,16.50, 6,"Utah"
us,b000g16a,7,"Saturday, April  6, 2013 08:49:28 UTC",-8.8280,-78.6536,4.6,77.60,204,"near the coast of northern Peru"
ci,11280386,2,"Saturday, April  6, 2013 08:18:24 UTC",35.9325,-117.6702,1.1,2.50,18,"Central California"
ak,10688700,3,"Saturday, April  6, 2013 08:02:52 UTC",59.6169,-152.9252,2.4,96.20,62,"Southern Alaska"
us,b000g15w,7,"Saturday, April  6, 2013 07:50:31 UTC",-3.5231,138.4321,5.2,71.10,53,"Papua, Indonesia"
ak,10688697,2,"Saturday, April  6, 2013 07:48:55 UTC",63.1668,-150.3640,1.1,109.00,23,"Central Alaska"
hv,60486596,1,"Saturday, April  6, 2013 07:44:32 UTC",19.5045,-156.0458,2.4,42.40,21,"Hawaii region, Hawaii"
us,b000g15r,7,"Saturday, April  6, 2013 07:37:54 UTC",1.6496,127.4578,4.8,136.00,73,"Halmahera, Indonesia"
uu,60018247,2,"Saturday, April  6, 2013 07:12:29 UTC",38.9932,-111.3508,1.0,2.70, 6,"Utah"
hv,60486591,1,"Saturday, April  6, 2013 07:09:52 UTC",19.6122,-155.6147,1.8,12.30,24,"Island of Hawaii, Hawaii"
ak,10688688,2,"Saturday, April  6, 2013 07:01:30 UTC",61.0144,-150.7420,1.4,56.20,32,"Southern Alaska"
ak,10688687,2,"Saturday, April  6, 2013 07:01:10 UTC",60.2077,-140.9594,1.3,9.10,21,"Southern Yukon Territory, Canada"
us,b000g15p,5,"Saturday, April  6, 2013 06:56:50 UTC",-3.7227,152.0635,4.7,8.40,52,"New Ireland region, Papua New Guinea"
ci,11280362,2,"Saturday, April  6, 2013 06:51:59 UTC",36.0470,-117.8592,1.7,1.90,28,"Central California"
ak,10688684,2,"Saturday, April  6, 2013 06:51:23 UTC",51.5553,-178.1770,2.8,26.10,20,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11280346,2,"Saturday, April  6, 2013 06:46:19 UTC",36.0442,-117.8605,2.4,1.60,35,"Central California"
ak,10688682,2,"Saturday, April  6, 2013 06:41:15 UTC",63.0407,-150.5848,1.3,110.30,32,"Central Alaska"
us,b000g150,7,"Saturday, April  6, 2013 06:20:46 UTC",-3.3995,138.5527,4.6,68.30,39,"Papua, Indonesia"
nc,71967055,3,"Saturday, April  6, 2013 06:13:13 UTC",37.3533,-121.7142,1.1,8.20,31,"Northern California"
ci,11280330,2,"Saturday, April  6, 2013 06:09:47 UTC",35.9923,-117.7970,1.2,2.30,10,"Central California"
ak,10688675,2,"Saturday, April  6, 2013 06:06:06 UTC",62.7266,-150.5656,1.2,87.00,29,"Central Alaska"
us,b000g14x,4,"Saturday, April  6, 2013 05:57:59 UTC",-3.5215,138.2996,4.1,70.60,28,"Papua, Indonesia"
ak,10688664,2,"Saturday, April  6, 2013 05:51:29 UTC",62.8582,-149.4983,2.5,71.10,68,"Central Alaska"
ak,10690101,2,"Saturday, April  6, 2013 05:42:58 UTC",62.0464,-150.7210,1.2,61.00,26,"Central Alaska"
pr,13096002,0,"Saturday, April  6, 2013 05:42:08 UTC",19.0060,-64.2710,2.6,19.00, 4,"Virgin Islands region"
ci,11280306,2,"Saturday, April  6, 2013 05:37:18 UTC",34.8747,-116.5935,1.7,10.80,32,"Southern California"
hv,60486541,5,"Saturday, April  6, 2013 05:36:47 UTC",19.4905,-155.0297,2.5,44.20,63,"Island of Hawaii, Hawaii"
mb,13299632,2,"Saturday, April  6, 2013 05:35:41 UTC",45.2834,-112.5893,1.3,10.50,12,"western Montana"
ci,11280298,2,"Saturday, April  6, 2013 05:28:27 UTC",33.2570,-116.0192,1.3,3.20,28,"Southern California"
hv,60486536,1,"Saturday, April  6, 2013 05:24:39 UTC",19.4243,-155.4650,1.8,8.00,27,"Island of Hawaii, Hawaii"
nc,71967030,0,"Saturday, April  6, 2013 05:20:32 UTC",38.8438,-122.8292,1.0,2.20,17,"Northern California"
ci,11280282,0,"Saturday, April  6, 2013 04:53:19 UTC",33.6532,-116.7327,1.6,16.70,71,"Southern California"
ak,10688627,2,"Saturday, April  6, 2013 04:48:17 UTC",59.8400,-153.3033,2.0,124.30,39,"Southern Alaska"
ak,10688626,3,"Saturday, April  6, 2013 04:46:27 UTC",51.5015,-178.1265,2.1,11.70,19,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000g13s,E,"Saturday, April  6, 2013 04:42:36 UTC",-3.5255,138.4661,7.0,68.00,145,"Papua, Indonesia"
ak,10688622,2,"Saturday, April  6, 2013 04:40:35 UTC",60.1298,-152.9222,2.3,123.70,69,"Southern Alaska"
nc,71967005,0,"Saturday, April  6, 2013 04:32:33 UTC",38.8267,-122.8013,1.7,0.00,19,"Northern California"
ci,11280242,0,"Saturday, April  6, 2013 04:20:01 UTC",33.5057,-116.4520,1.4,8.80,55,"Southern California"
hv,60486511,5,"Saturday, April  6, 2013 04:06:51 UTC",19.8908,-155.5645,2.8,22.20,70,"Island of Hawaii, Hawaii"
ak,10690096,2,"Saturday, April  6, 2013 03:41:25 UTC",63.3122,-152.6218,1.3,17.10,12,"Central Alaska"
ci,11280226,0,"Saturday, April  6, 2013 03:34:29 UTC",33.2855,-116.7522,1.5,6.80,33,"Southern California"
ci,11280218,0,"Saturday, April  6, 2013 03:32:31 UTC",33.8022,-116.0870,1.4,5.20,54,"Southern California"
ak,10688604,2,"Saturday, April  6, 2013 03:31:12 UTC",63.1417,-150.4997,3.0,115.50,97,"Central Alaska"
ci,11280210,0,"Saturday, April  6, 2013 03:15:46 UTC",32.5348,-115.6992,2.0,0.00,24,"Baja California, Mexico"
hv,60486476,1,"Saturday, April  6, 2013 03:03:02 UTC",19.1492,-155.4022,2.0,35.00,28,"Island of Hawaii, Hawaii"
hv,60486471,1,"Saturday, April  6, 2013 03:02:31 UTC",19.0975,-155.4632,2.4,56.20,14,"Island of Hawaii, Hawaii"
ak,10688598,3,"Saturday, April  6, 2013 03:00:00 UTC",51.8311,-177.3714,2.3,82.60,21,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13096000,0,"Saturday, April  6, 2013 02:45:01 UTC",18.0678,-67.2608,2.5,15.00, 7,"Mona Passage, Puerto Rico"
ak,10690093,2,"Saturday, April  6, 2013 02:37:53 UTC",60.1913,-152.8732,1.9,130.40,29,"Southern Alaska"
nn,00408556,1,"Saturday, April  6, 2013 02:25:09 UTC",37.5072,-115.0607,1.7,9.10, 7,"Nevada"
nc,71966975,2,"Saturday, April  6, 2013 02:20:28 UTC",36.2892,-120.8245,1.7,8.90,24,"Central California"
ak,10688586,2,"Saturday, April  6, 2013 02:16:27 UTC",61.3384,-147.6686,1.0,0.00, 7,"Southern Alaska"
ak,10690091,2,"Saturday, April  6, 2013 02:07:55 UTC",54.5167,-161.4709,1.7,4.60, 8,"Alaska Peninsula"
nc,71966970,3,"Saturday, April  6, 2013 02:01:35 UTC",36.8330,-121.9633,1.3,9.00,22,"Monterey Bay, California"
us,b000g132,6,"Saturday, April  6, 2013 01:34:24 UTC",8.3123,141.8963,4.6,10.10,24,"State of Yap, Federated States of Micronesia"
nc,71966955,2,"Saturday, April  6, 2013 01:24:06 UTC",37.8897,-118.4915,1.4,9.70,28,"Central California"
ci,11280178,0,"Saturday, April  6, 2013 01:15:33 UTC",33.7105,-116.7617,1.1,17.10,41,"Southern California"
nc,71966950,4,"Saturday, April  6, 2013 01:10:01 UTC",35.7265,-121.1083,2.0,7.30,66,"Central California"
nc,71969130,2,"Saturday, April  6, 2013 01:06:54 UTC",40.8333,-121.1747,1.4,13.00,12,"Northern California"
ci,11280162,0,"Saturday, April  6, 2013 00:45:03 UTC",36.0460,-117.8595,1.6,1.30,31,"Central California"
us,b000g12m,5,"Saturday, April  6, 2013 00:41:59 UTC",44.7795,146.1175,4.5,170.90,59,"Kuril Islands"
ak,10688524,3,"Saturday, April  6, 2013 00:35:45 UTC",61.1823,-151.6644,1.5,88.90,31,"Southern Alaska"
us,b000g128,E,"Saturday, April  6, 2013 00:29:55 UTC",42.7491,131.0570,5.9,571.20,163,"eastern Russia-northeastern China border region"
ci,11280146,0,"Saturday, April  6, 2013 00:28:53 UTC",36.0378,-117.8573,1.5,1.40,25,"Central California"
mb,13773480,2,"Saturday, April  6, 2013 00:28:53 UTC",44.5840,-112.4636,1.1,4.70,10,"western Montana"
nc,71966935,3,"Saturday, April  6, 2013 00:11:33 UTC",40.3030,-123.0485,2.6,46.10,67,"Northern California"
hv,60486411,1,"Saturday, April  6, 2013 00:05:53 UTC",18.9685,-155.5075,2.5,23.30, 9,"Hawaii region, Hawaii"
ak,10688511,3,"Saturday, April  6, 2013 00:05:07 UTC",60.7565,-150.6614,1.5,47.60,31,"Kenai Peninsula, Alaska"
ak,10688506,3,"Saturday, April  6, 2013 00:01:26 UTC",51.8695,-177.8241,1.6,6.60,18,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11280138,0,"Friday, April  5, 2013 23:53:18 UTC",34.3328,-116.8725,1.2,0.00,20,"Southern California"
ak,10688499,3,"Friday, April  5, 2013 23:40:21 UTC",52.3439,-174.4681,1.8,131.10,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10689595,2,"Friday, April  5, 2013 23:23:36 UTC",52.0787,178.0854,2.9,68.60,14,"Rat Islands, Aleutian Islands, Alaska"
nc,71966925,3,"Friday, April  5, 2013 23:16:34 UTC",39.5293,-123.2503,1.8,6.80,24,"Northern California"
uw,60515182,1,"Friday, April  5, 2013 23:03:37 UTC",45.7005,-119.1502,1.6,0.00,10,"Oregon"
ci,11280114,0,"Friday, April  5, 2013 23:01:00 UTC",33.1035,-116.7302,1.3,3.50,15,"Southern California"
uu,60018212,4,"Friday, April  5, 2013 22:59:06 UTC",44.7865,-110.8287,1.1,5.00,12,"Yellowstone National Park, Wyoming"
us,b000g112,9,"Friday, April  5, 2013 22:55:02 UTC",36.4463,71.4090,5.4,103.60,75,"Hindu Kush region, Afghanistan"
us,b000g1a2,6,"Friday, April  5, 2013 22:31:50 UTC",-55.9296,-124.6644,5.5,34.60,22,"southern East Pacific Rise"
ci,11280106,0,"Friday, April  5, 2013 22:24:39 UTC",33.6447,-116.1005,1.5,15.00,27,"Southern California"
nc,71966905,2,"Friday, April  5, 2013 22:24:26 UTC",38.9925,-123.0692,1.7,5.60,26,"Northern California"
