Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ci,11279418,0,"Friday, April  5, 2013 05:41:22 UTC",33.3323,-116.2342,1.1,21.50,37,"Southern California"
pr,13095007,0,"Friday, April  5, 2013 05:39:21 UTC",18.4640,-67.5102,2.5,21.00, 5,"Mona Passage, Puerto Rico"
pr,13095004,0,"Friday, April  5, 2013 05:23:18 UTC",17.9491,-67.0012,2.1,9.00, 9,"Puerto Rico region"
ci,11279386,4,"Friday, April  5, 2013 05:22:26 UTC",33.1283,-115.6640,1.5,0.10,15,"Southern California"
ak,10687681,2,"Friday, April  5, 2013 05:22:12 UTC",63.2883,-151.0725,1.3,7.40,26,"Central Alaska"
ci,11279370,2,"Friday, April  5, 2013 05:10:38 UTC",36.0438,-117.8657,1.8,2.10,26,"Central California"
ci,11279362,2,"Friday, April  5, 2013 05:07:46 UTC",36.0487,-117.8632,1.7,2.20,25,"Central California"
pr,13095006,0,"Friday, April  5, 2013 04:59:48 UTC",18.1329,-67.2484,1.8,22.00, 3,"Mona Passage, Puerto Rico"
ak,10687676,2,"Friday, April  5, 2013 04:52:26 UTC",59.8553,-150.7130,1.3,36.30,20,"Kenai Peninsula, Alaska"
nc,71966485,3,"Friday, April  5, 2013 04:51:26 UTC",35.6547,-119.9652,2.4,6.30,64,"Central California"
ci,11279338,1,"Friday, April  5, 2013 04:47:03 UTC",36.0435,-117.8563,1.2,2.00,18,"Central California"
ci,11279322,1,"Friday, April  5, 2013 04:28:08 UTC",33.5038,-116.4718,1.3,10.10,35,"Southern California"
ci,11279330,2,"Friday, April  5, 2013 04:27:20 UTC",33.7898,-116.0915,1.1,6.70,18,"Southern California"
ci,11279306,2,"Friday, April  5, 2013 04:25:20 UTC",33.7990,-116.0923,1.0,4.10,30,"Southern California"
ci,37110892,2,"Friday, April  5, 2013 04:23:30 UTC",33.1193,-115.6117,1.3,9.80, 6,"Southern California"
ci,37110900,2,"Friday, April  5, 2013 04:23:30 UTC",33.8100,-116.0938,1.3,7.00,14,"Southern California"
ci,11279290,2,"Friday, April  5, 2013 04:18:28 UTC",33.1425,-115.6380,1.1,3.20,11,"Southern California"
ak,10689541,2,"Friday, April  5, 2013 04:16:32 UTC",59.7960,-153.2070,1.8,112.60,30,"Southern Alaska"
ci,11279282,2,"Friday, April  5, 2013 04:12:32 UTC",36.1102,-117.6162,1.5,2.00,19,"Central California"
hv,60486131,5,"Friday, April  5, 2013 04:11:21 UTC",19.6422,-156.0617,2.7,11.00,34,"Hawaii region, Hawaii"
ak,10687660,2,"Friday, April  5, 2013 04:08:40 UTC",61.1811,-146.9893,1.4,0.00, 9,"Southern Alaska"
pr,13095005,0,"Friday, April  5, 2013 04:05:35 UTC",18.1373,-67.2500,2.0,22.00, 3,"Mona Passage, Puerto Rico"
ak,10687658,2,"Friday, April  5, 2013 04:01:06 UTC",61.4325,-152.0219,1.7,103.80,28,"Southern Alaska"
ak,10687654,2,"Friday, April  5, 2013 03:57:30 UTC",62.8366,-149.8852,1.9,75.80,44,"Central Alaska"
nc,71966470,3,"Friday, April  5, 2013 03:50:51 UTC",36.3773,-120.9448,1.2,1.20,21,"Central California"
ak,10687652,3,"Friday, April  5, 2013 03:43:45 UTC",60.7201,-143.1291,1.0,15.30,19,"Southern Alaska"
ak,10687647,3,"Friday, April  5, 2013 03:10:49 UTC",51.4257,-176.8589,1.4,25.60,17,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13095003,0,"Friday, April  5, 2013 03:04:18 UTC",19.1096,-64.6816,3.3,10.00, 5,"Virgin Islands region"
ci,11279194,2,"Friday, April  5, 2013 02:50:25 UTC",33.1347,-115.6452,1.4,5.20,11,"Southern California"
nn,00408452,1,"Friday, April  5, 2013 02:44:05 UTC",38.3611,-118.7318,1.2,14.60,10,"Nevada"
ak,10687641,2,"Friday, April  5, 2013 02:36:55 UTC",53.8608,-166.5765,1.1,6.80, 9,"Fox Islands, Aleutian Islands, Alaska"
pr,13095002,0,"Friday, April  5, 2013 02:24:19 UTC",19.1280,-64.6053,3.0,43.00, 7,"Virgin Islands region"
nc,71966445,3,"Friday, April  5, 2013 02:23:22 UTC",38.7888,-122.7357,2.0,2.10,61,"Northern California"
ak,10687633,2,"Friday, April  5, 2013 02:22:36 UTC",63.2615,-151.1628,1.1,10.50,22,"Central Alaska"
ak,10687629,2,"Friday, April  5, 2013 02:18:26 UTC",53.4666,-165.2724,3.0,35.70,31,"Fox Islands, Aleutian Islands, Alaska"
ak,10687624,2,"Friday, April  5, 2013 02:11:11 UTC",53.4803,-165.2720,3.1,41.10,32,"Fox Islands, Aleutian Islands, Alaska"
pr,13095001,0,"Friday, April  5, 2013 02:07:18 UTC",19.1578,-64.6613,3.2,38.00,10,"Virgin Islands region"
ak,10689529,2,"Friday, April  5, 2013 02:03:03 UTC",60.4886,-152.2165,1.7,99.10,35,"Southern Alaska"
ci,11279178,2,"Friday, April  5, 2013 02:02:33 UTC",33.1898,-115.6580,1.2,5.60,10,"Southern California"
us,b000g05s,9,"Friday, April  5, 2013 01:58:48 UTC",17.2330,-100.5474,5.4,24.40,103,"Guerrero, Mexico"
ak,10687612,2,"Friday, April  5, 2013 01:48:32 UTC",63.4817,-151.2692,1.6,12.70,27,"Central Alaska"
ci,11279170,2,"Friday, April  5, 2013 01:45:05 UTC",33.1868,-115.6348,1.3,3.90, 9,"Southern California"
ak,10687601,3,"Friday, April  5, 2013 01:32:40 UTC",62.5854,-137.3495,1.6,12.30,16,"Southern Yukon Territory, Canada"
mb,13378867,2,"Friday, April  5, 2013 01:31:02 UTC",47.4418,-112.7360,1.2,30.90,11,"western Montana"
ci,11279162,2,"Friday, April  5, 2013 01:30:28 UTC",34.0925,-117.2995,1.1,17.10,34,"Greater Los Angeles area, California"
pr,13095000,0,"Friday, April  5, 2013 01:24:14 UTC",19.1730,-64.6688,2.9,34.00, 5,"Virgin Islands region"
nn,00408447,1,"Friday, April  5, 2013 01:22:48 UTC",39.3801,-119.7423,1.2,5.30,15,"Nevada"
nc,71966425,2,"Friday, April  5, 2013 01:11:43 UTC",36.8708,-121.3020,1.3,5.60,33,"Central California"
uw,60514807,2,"Friday, April  5, 2013 00:51:42 UTC",47.8830,-121.6495,2.0,7.60,25,"Washington"
us,b000g03h,4,"Friday, April  5, 2013 00:39:45 UTC",-56.4185,-26.6631,5.1,66.80,29,"South Sandwich Islands region"
ak,10687569,2,"Friday, April  5, 2013 00:38:12 UTC",53.3068,-168.2058,1.6,1.00, 6,"Fox Islands, Aleutian Islands, Alaska"
ci,11279146,2,"Friday, April  5, 2013 00:36:03 UTC",32.1365,-115.2077,2.5,17.60, 9,"Baja California, Mexico"
nm,040513a,B,"Friday, April  5, 2013 00:27:52 UTC",36.2366,-89.6008,2.7,7.40,26,"southeastern Missouri"
nc,71966410,3,"Friday, April  5, 2013 00:21:55 UTC",36.6998,-121.4603,1.0,9.00,36,"Central California"
ci,11279138,2,"Friday, April  5, 2013 00:19:38 UTC",32.6510,-115.9283,1.8,10.40,28,"Southern California"
ci,11279130,2,"Friday, April  5, 2013 00:15:33 UTC",36.0448,-117.8665,1.1,2.60,11,"Central California"
ci,11279122,2,"Friday, April  5, 2013 00:10:16 UTC",32.6658,-115.9370,1.4,8.30,12,"Southern California"
ak,10689523,2,"Friday, April  5, 2013 00:10:07 UTC",63.1553,-150.8623,1.1,115.10,21,"Central Alaska"
nc,71966405,1,"Friday, April  5, 2013 00:04:40 UTC",38.8123,-122.8190,1.4,2.30,22,"Northern California"
hv,60486086,2,"Friday, April  5, 2013 00:03:53 UTC",19.1932,-155.5110,2.3,5.10,39,"Island of Hawaii, Hawaii"
hv,60486081,2,"Thursday, April  4, 2013 23:58:41 UTC",19.4107,-155.3167,2.0,4.70,24,"Island of Hawaii, Hawaii"
nc,71966400,1,"Thursday, April  4, 2013 23:55:07 UTC",38.8188,-122.8160,1.4,2.70,25,"Northern California"
ak,10687545,2,"Thursday, April  4, 2013 23:53:49 UTC",60.8682,-150.3834,1.2,10.60,24,"Kenai Peninsula, Alaska"
us,2013npaz,8,"Thursday, April  4, 2013 23:45:06 UTC",66.5905,-17.8914,4.1,10.00,24,"Iceland region"
ak,10687531,2,"Thursday, April  4, 2013 23:31:15 UTC",64.9835,-147.3449,1.4,0.00,14,"Central Alaska"
ak,10687525,2,"Thursday, April  4, 2013 23:25:15 UTC",63.5757,-147.1682,1.1,3.60,25,"Central Alaska"
nn,00408420,1,"Thursday, April  4, 2013 22:52:13 UTC",38.8093,-117.2013,1.0,34.50, 5,"Nevada"
ak,10687491,2,"Thursday, April  4, 2013 22:51:03 UTC",61.9831,-148.8040,1.2,8.80,30,"Southern Alaska"
ci,11279058,2,"Thursday, April  4, 2013 22:07:33 UTC",32.6063,-116.9657,1.6,0.00,31,"San Diego County urban area, California"
nn,00408409,1,"Thursday, April  4, 2013 22:07:07 UTC",40.9283,-118.5540,1.9,9.00, 5,"Nevada"
nc,71966385,2,"Thursday, April  4, 2013 22:04:42 UTC",37.3270,-122.2337,1.1,4.30,18,"Northern California"
ak,10687451,2,"Thursday, April  4, 2013 22:03:55 UTC",60.4055,-150.8021,1.7,47.00,34,"Kenai Peninsula, Alaska"
uw,60514752,1,"Thursday, April  4, 2013 22:01:19 UTC",42.5948,-122.4420,1.2,4.50,11,"Oregon"
nc,71966380,4,"Thursday, April  4, 2013 21:55:23 UTC",36.8865,-121.6083,1.6,0.00,43,"Central California"
uw,60514737,1,"Thursday, April  4, 2013 21:39:30 UTC",44.0335,-123.0168,1.3,0.00,10,"Oregon"
ak,10687435,2,"Thursday, April  4, 2013 21:39:14 UTC",63.2176,-149.0212,1.1,3.90,29,"Central Alaska"
uw,60514732,1,"Thursday, April  4, 2013 21:05:55 UTC",49.3802,-120.4622,2.2,0.00, 9,"British Columbia, Canada"
ci,11279026,1,"Thursday, April  4, 2013 20:57:58 UTC",33.9697,-117.2175,2.1,14.10,49,"Greater Los Angeles area, California"
nc,71966355,2,"Thursday, April  4, 2013 20:23:58 UTC",36.5443,-121.0853,1.2,8.00,11,"Central California"
uu,60018057,2,"Thursday, April  4, 2013 20:17:00 UTC",39.4348,-111.2142,1.4,1.50,12,"Utah"
ak,10687394,2,"Thursday, April  4, 2013 20:15:07 UTC",62.1609,-147.5534,1.1,38.80,25,"Central Alaska"
uu,60018047,2,"Thursday, April  4, 2013 19:54:50 UTC",39.4405,-111.1683,1.7,3.00, 5,"Utah"
ak,10687372,2,"Thursday, April  4, 2013 19:36:49 UTC",66.0710,-150.5138,2.0,17.00,23,"northern Alaska"
nc,71966330,2,"Thursday, April  4, 2013 19:34:44 UTC",37.4552,-118.8465,1.0,2.20,15,"Central California"
ak,10687360,2,"Thursday, April  4, 2013 19:14:41 UTC",63.2966,-150.5102,2.0,131.60,37,"Central Alaska"
ak,10687358,2,"Thursday, April  4, 2013 19:09:50 UTC",58.2492,-151.3390,2.3,9.30,38,"Kodiak Island region, Alaska"
uw,60514672,1,"Thursday, April  4, 2013 19:00:39 UTC",41.9330,-124.2830,1.9,0.10,19,"offshore Northern California"
ak,10688944,2,"Thursday, April  4, 2013 18:45:04 UTC",61.3316,-151.8906,1.5,107.60,27,"Southern Alaska"
ak,10687339,2,"Thursday, April  4, 2013 18:38:28 UTC",62.9406,-149.9058,1.2,78.80,29,"Central Alaska"
ak,10687337,2,"Thursday, April  4, 2013 18:36:39 UTC",63.9699,-148.7855,1.2,0.00,16,"Central Alaska"
hv,60486001,2,"Thursday, April  4, 2013 18:28:51 UTC",19.4118,-155.3173,2.1,5.20,23,"Island of Hawaii, Hawaii"
ci,11278962,0,"Thursday, April  4, 2013 18:19:18 UTC",33.9012,-116.0465,1.2,5.00,30,"Southern California"
ak,10688941,2,"Thursday, April  4, 2013 18:00:14 UTC",65.9968,-150.9674,1.1,24.40, 8,"northern Alaska"
ak,10687304,2,"Thursday, April  4, 2013 17:45:12 UTC",61.5837,-148.2491,1.1,14.70,21,"Southern Alaska"
ci,11278930,1,"Thursday, April  4, 2013 17:40:52 UTC",32.8797,-116.2518,1.1,8.50, 9,"Southern California"
hv,60485996,1,"Thursday, April  4, 2013 17:38:31 UTC",19.4102,-155.3203,1.9,5.10,20,"Island of Hawaii, Hawaii"
ci,11278914,1,"Thursday, April  4, 2013 17:28:00 UTC",34.0223,-119.1975,1.5,0.00,12,"Channel Islands region, California"
uw,60514642,1,"Thursday, April  4, 2013 17:16:59 UTC",46.5008,-122.4168,1.0,17.40,19,"Washington"
ak,10687266,2,"Thursday, April  4, 2013 17:15:58 UTC",61.4672,-140.7886,1.8,5.00,27,"Southern Yukon Territory, Canada"
ak,10687265,2,"Thursday, April  4, 2013 17:12:37 UTC",62.0756,-145.2143,1.3,18.60,18,"Central Alaska"
pr,13094003,0,"Thursday, April  4, 2013 16:32:52 UTC",17.9370,-66.6352,1.7,11.00, 4,"Puerto Rico region"
us,b000g154,7,"Thursday, April  4, 2013 16:31:00 UTC",41.5027,-71.7455,1.8,5.00, 7,"southern New England"
us,b000fzqs,B,"Thursday, April  4, 2013 16:30:51 UTC",31.2250,-115.9130,4.0,5.00, 0,"Baja California, Mexico"
uw,60514627,4,"Thursday, April  4, 2013 16:26:38 UTC",46.4227,-122.3207,1.6,17.30,37,"Washington"
ak,10687245,2,"Thursday, April  4, 2013 16:16:21 UTC",63.8184,-148.5551,1.2,98.10,24,"Central Alaska"
ci,11278866,1,"Thursday, April  4, 2013 15:47:09 UTC",32.8777,-116.2540,1.1,5.50,17,"Southern California"
us,b000fznz,7,"Thursday, April  4, 2013 15:44:30 UTC",39.6844,73.7795,4.3,44.20,36,"Kyrgyzstan"
ak,10687229,2,"Thursday, April  4, 2013 15:38:32 UTC",62.0398,-147.7759,2.2,33.80,57,"Central Alaska"
ak,10687223,2,"Thursday, April  4, 2013 15:32:19 UTC",61.9993,-149.7691,1.5,39.70,26,"Southern Alaska"
ak,10687212,3,"Thursday, April  4, 2013 15:27:10 UTC",59.8957,-152.3628,2.3,72.40,53,"Southern Alaska"
ak,10687210,2,"Thursday, April  4, 2013 15:23:37 UTC",63.0506,-148.7071,1.7,11.00,31,"Central Alaska"
us,b000fzn7,7,"Thursday, April  4, 2013 15:16:26 UTC",19.2920,95.7254,5.7,3.50,111,"Myanmar"
ak,10687206,3,"Thursday, April  4, 2013 15:12:53 UTC",51.4545,-177.4632,2.1,37.90,21,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000fzmv,7,"Thursday, April  4, 2013 15:01:12 UTC",47.9959,148.7048,4.5,357.40,340,"northwest of the Kuril Islands"
ak,10687198,2,"Thursday, April  4, 2013 14:59:52 UTC",62.0831,-148.8022,1.2,44.70,21,"Central Alaska"
nc,71966260,0,"Thursday, April  4, 2013 14:45:23 UTC",38.8173,-122.7993,1.1,1.30,20,"Northern California"
ak,10687184,2,"Thursday, April  4, 2013 14:44:21 UTC",59.5017,-153.4796,3.0,113.40,86,"Southern Alaska"
ak,10687182,2,"Thursday, April  4, 2013 14:32:31 UTC",64.7486,-150.8727,1.5,5.40,19,"Central Alaska"
pr,13094002,0,"Thursday, April  4, 2013 14:31:27 UTC",18.2996,-64.5955,2.3,91.00, 4,"Virgin Islands region"
ak,10687170,2,"Thursday, April  4, 2013 14:19:41 UTC",61.5422,-146.5540,2.1,26.30,50,"Southern Alaska"
nn,00408351,1,"Thursday, April  4, 2013 14:18:28 UTC",38.0358,-118.0415,1.5,5.10,15,"Nevada"
us,b000fzlr,8,"Thursday, April  4, 2013 14:10:15 UTC",-5.5612,147.2057,5.5,180.80,34,"eastern New Guinea region, Papua New Guinea"
ak,10687164,2,"Thursday, April  4, 2013 13:44:11 UTC",60.5018,-142.8886,1.7,3.30,24,"Southern Alaska"
ak,10687162,2,"Thursday, April  4, 2013 13:37:02 UTC",58.3354,-150.9188,2.6,12.00,37,"Gulf of Alaska"
nc,71966240,2,"Thursday, April  4, 2013 13:26:06 UTC",39.6955,-122.8465,1.6,0.10,18,"Northern California"
nc,71966230,1,"Thursday, April  4, 2013 13:04:33 UTC",38.8142,-122.8172,1.7,3.00,26,"Northern California"
ak,10687156,2,"Thursday, April  4, 2013 12:56:06 UTC",63.4710,-146.2551,1.1,0.50,24,"Central Alaska"
ak,10687153,2,"Thursday, April  4, 2013 12:33:17 UTC",61.3794,-147.5278,1.2,0.00, 7,"Southern Alaska"
nc,71966215,2,"Thursday, April  4, 2013 12:31:39 UTC",39.8855,-122.6940,1.9,9.20,18,"Northern California"
ak,10687150,2,"Thursday, April  4, 2013 12:11:01 UTC",60.1729,-141.5905,1.2,0.00, 8,"Southern Alaska"
ak,10688920,2,"Thursday, April  4, 2013 12:10:31 UTC",60.1025,-152.5413,1.8,83.10,32,"Southern Alaska"
ak,10688919,2,"Thursday, April  4, 2013 12:00:08 UTC",66.8024,-163.1382,2.6,28.60, 8,"northern Alaska"
pr,13094001,0,"Thursday, April  4, 2013 11:48:07 UTC",18.3022,-67.2841,2.0,33.00, 4,"Mona Passage, Puerto Rico"
us,b000fzkf,4,"Thursday, April  4, 2013 11:41:08 UTC",-34.6729,-71.6819,4.7,48.30,24,"Libertador General Bernardo O'Higgins, Chile"
nc,71966205,3,"Thursday, April  4, 2013 11:38:17 UTC",38.7933,-122.8027,1.9,3.60,63,"Northern California"
ak,10687137,2,"Thursday, April  4, 2013 11:11:08 UTC",51.5194,-175.9574,2.1,23.30,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687136,3,"Thursday, April  4, 2013 11:07:07 UTC",55.4546,-162.3243,2.8,161.50,19,"Alaska Peninsula"
nc,71966185,1,"Thursday, April  4, 2013 10:28:28 UTC",38.7878,-122.7633,2.0,2.00,34,"Northern California"
ak,10687130,2,"Thursday, April  4, 2013 10:19:30 UTC",62.1152,-145.1480,1.2,16.80,24,"Central Alaska"
ci,11278794,1,"Thursday, April  4, 2013 10:16:38 UTC",34.0308,-117.1872,1.1,12.50,44,"Greater Los Angeles area, California"
ci,11278786,2,"Thursday, April  4, 2013 10:13:02 UTC",32.2465,-115.3367,1.8,9.90,11,"Baja California, Mexico"
se,040413b,A,"Thursday, April  4, 2013 10:08:56 UTC",35.2929,-84.2918,2.0,13.00,11,"eastern Tennessee"
uw,60514587,1,"Thursday, April  4, 2013 10:08:37 UTC",47.6607,-120.2193,1.1,0.70,13,"Washington"
ci,11278778,1,"Thursday, April  4, 2013 09:43:23 UTC",36.0448,-117.8648,1.2,1.90,14,"Central California"
nc,71966170,2,"Thursday, April  4, 2013 09:35:57 UTC",39.5553,-122.0015,1.7,14.00,17,"Northern California"
ak,10687117,2,"Thursday, April  4, 2013 09:34:14 UTC",63.5196,-147.5718,2.7,1.80,67,"Central Alaska"
nc,71966165,2,"Thursday, April  4, 2013 09:24:18 UTC",36.0075,-120.9647,1.1,6.50,19,"Central California"
ak,10687115,2,"Thursday, April  4, 2013 09:21:24 UTC",62.9292,-143.6989,1.2,7.60,18,"Central Alaska"
pr,13094000,0,"Thursday, April  4, 2013 09:14:03 UTC",18.0830,-64.3998,3.2,94.00, 4,"Virgin Islands region"
ci,11278762,1,"Thursday, April  4, 2013 09:12:50 UTC",33.8067,-116.1008,1.0,2.40,35,"Southern California"
ak,10687110,2,"Thursday, April  4, 2013 09:01:26 UTC",61.6876,-150.1442,1.1,42.00,18,"Southern Alaska"
ci,11278738,1,"Thursday, April  4, 2013 08:57:18 UTC",33.8070,-116.0925,1.0,2.00,37,"Southern California"
nc,71966160,2,"Thursday, April  4, 2013 08:55:42 UTC",35.9652,-121.0340,1.3,9.90,27,"Central California"
nm,040413a,A,"Thursday, April  4, 2013 08:51:59 UTC",35.5494,-92.5470,2.2,0.10,14,"Arkansas"
ak,10687104,2,"Thursday, April  4, 2013 08:48:08 UTC",61.5370,-146.6405,1.4,19.90,35,"Southern Alaska"
us,b000fzjc,6,"Thursday, April  4, 2013 08:34:33 UTC",36.6532,69.6489,4.1,213.30,11,"Hindu Kush region, Afghanistan"
ci,11278722,2,"Thursday, April  4, 2013 08:08:36 UTC",36.1287,-117.5757,1.0,7.00,11,"Central California"
ak,10687100,2,"Thursday, April  4, 2013 07:59:08 UTC",55.5151,-159.7431,2.9,58.50,19,"Alaska Peninsula"
ak,10687099,2,"Thursday, April  4, 2013 07:56:13 UTC",61.5289,-151.2530,1.4,4.60,27,"Southern Alaska"
us,b000fzis,8,"Thursday, April  4, 2013 07:35:29 UTC",-24.1569,179.1898,4.4,547.50,50,"south of the Fiji Islands"
ak,10687094,2,"Thursday, April  4, 2013 07:31:11 UTC",60.4625,-151.8277,1.5,73.90,23,"Kenai Peninsula, Alaska"
ak,10687092,2,"Thursday, April  4, 2013 07:27:11 UTC",63.3062,-151.8328,1.0,8.30,18,"Central Alaska"
nc,71966115,2,"Thursday, April  4, 2013 06:52:22 UTC",39.5522,-122.0040,1.1,12.20,10,"Northern California"
us,b000fzik,D,"Thursday, April  4, 2013 06:31:32 UTC",36.4265,71.0929,5.4,240.70,335,"Hindu Kush region, Afghanistan"
ak,10687076,2,"Thursday, April  4, 2013 06:29:17 UTC",63.1051,-151.3727,1.1,10.70,18,"Central Alaska"
ak,10687071,2,"Thursday, April  4, 2013 05:54:05 UTC",61.8381,-150.1182,1.3,48.50,31,"Southern Alaska"
ci,11278682,1,"Thursday, April  4, 2013 05:29:36 UTC",33.4835,-116.4380,1.4,9.10,60,"Southern California"
us,b000fzif,5,"Thursday, April  4, 2013 05:29:08 UTC",-4.2256,102.4895,5.0,63.00,87,"southern Sumatra, Indonesia"
ci,11278674,1,"Thursday, April  4, 2013 05:29:06 UTC",33.4888,-116.4343,1.3,9.60,46,"Southern California"
mb,13126080,2,"Thursday, April  4, 2013 05:16:35 UTC",45.2983,-113.0781,1.4,5.60,11,"western Montana"
ak,10688900,2,"Thursday, April  4, 2013 05:06:18 UTC",51.6538,-172.3489,2.4,10.80,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687062,2,"Thursday, April  4, 2013 05:00:41 UTC",63.2731,-151.4426,1.1,13.10,21,"Central Alaska"
ak,10687059,2,"Thursday, April  4, 2013 04:56:56 UTC",61.0895,-150.1432,1.1,42.60,21,"Southern Alaska"
us,b000fzi6,A,"Thursday, April  4, 2013 04:42:41 UTC",35.8707,140.7305,5.0,34.60,64,"near the east coast of Honshu, Japan"
ak,10687046,2,"Thursday, April  4, 2013 04:29:39 UTC",63.3757,-151.3190,1.2,4.50,20,"Central Alaska"
ak,10687044,2,"Thursday, April  4, 2013 04:25:00 UTC",62.1540,-145.6020,1.3,21.80,18,"Central Alaska"
uw,60514557,4,"Thursday, April  4, 2013 04:22:45 UTC",47.8815,-121.6535,1.8,8.00,28,"Washington"
nc,71965925,0,"Thursday, April  4, 2013 03:51:06 UTC",38.7875,-122.7433,1.4,1.80,22,"Northern California"
ak,10687039,2,"Thursday, April  4, 2013 03:24:57 UTC",61.7192,-148.0609,1.4,35.20,31,"Southern Alaska"
ak,10688893,2,"Thursday, April  4, 2013 03:19:59 UTC",61.8074,-151.3043,1.3,79.40,24,"Southern Alaska"
ak,10686953,2,"Thursday, April  4, 2013 03:13:30 UTC",59.6284,-152.8308,2.3,83.50,53,"Southern Alaska"
ak,10686950,2,"Thursday, April  4, 2013 02:58:25 UTC",60.2047,-153.2425,2.1,156.60,45,"Southern Alaska"
ak,10686864,2,"Thursday, April  4, 2013 02:44:13 UTC",60.5220,-142.2308,1.6,5.00,27,"Southern Alaska"
us,b000fzgv,9,"Thursday, April  4, 2013 02:27:06 UTC",15.8339,121.7309,5.3,38.10,58,"Luzon, Philippines"
ak,10688888,2,"Thursday, April  4, 2013 02:21:14 UTC",61.8193,-151.7135,1.4,89.20,22,"Southern Alaska"
us,b000fzgu,9,"Thursday, April  4, 2013 02:20:34 UTC",-23.8603,-66.6743,4.7,187.20,45,"Jujuy, Argentina"
ak,10686852,2,"Thursday, April  4, 2013 02:17:25 UTC",54.4824,-162.4488,2.8,59.30,21,"Alaska Peninsula"
ci,11278650,1,"Thursday, April  4, 2013 02:17:04 UTC",35.8860,-118.3510,1.0,5.20,13,"Central California"
ci,11278642,1,"Thursday, April  4, 2013 02:16:44 UTC",34.0282,-117.2140,1.4,12.70,66,"Greater Los Angeles area, California"
ak,10686851,2,"Thursday, April  4, 2013 02:14:18 UTC",61.7422,-150.9515,1.2,3.20,24,"Southern Alaska"
mb,13942240,2,"Thursday, April  4, 2013 02:03:20 UTC",44.6079,-112.0688,1.3,11.70,17,"western Montana"
uu,60017972,4,"Thursday, April  4, 2013 01:47:47 UTC",40.9282,-111.2565,1.1,12.50,20,"Utah"
ci,11278626,0,"Thursday, April  4, 2013 01:45:00 UTC",33.7447,-117.1487,1.5,36.00,21,"Southern California"
ak,10688884,2,"Thursday, April  4, 2013 01:43:36 UTC",63.6735,-149.4958,1.0,121.60,12,"Central Alaska"
nc,71965845,0,"Thursday, April  4, 2013 01:38:00 UTC",38.8417,-122.8297,1.1,2.60,20,"Northern California"
ak,10686833,2,"Thursday, April  4, 2013 01:30:02 UTC",60.8976,-138.3237,1.1,6.20,11,"Southern Yukon Territory, Canada"
ak,10686746,2,"Thursday, April  4, 2013 01:20:45 UTC",61.4252,-150.7016,2.5,54.20,64,"Southern Alaska"
ci,11278618,1,"Thursday, April  4, 2013 01:19:31 UTC",35.8878,-118.3542,1.2,5.20,18,"Central California"
uw,60514497,3,"Thursday, April  4, 2013 01:10:48 UTC",47.8805,-121.6520,1.7,8.00,30,"Washington"
ci,11278578,1,"Thursday, April  4, 2013 01:03:25 UTC",33.4805,-116.4158,1.3,13.10,40,"Southern California"
ak,10686664,2,"Thursday, April  4, 2013 01:01:35 UTC",62.4062,-151.7959,1.5,93.30,26,"Central Alaska"
ak,10686663,2,"Thursday, April  4, 2013 00:59:05 UTC",60.1799,-140.9951,1.2,15.10,23,"Southern Yukon Territory, Canada"
ak,10688879,2,"Thursday, April  4, 2013 00:41:56 UTC",63.0407,-150.6000,1.2,105.10,19,"Central Alaska"
uu,60017967,2,"Thursday, April  4, 2013 00:38:41 UTC",38.1095,-113.2102,1.5,5.40,13,"Utah"
nc,71965825,3,"Thursday, April  4, 2013 00:36:32 UTC",37.9185,-121.8083,1.6,11.00,26,"San Francisco Bay area, California"
us,b000fzfy,6,"Thursday, April  4, 2013 00:32:35 UTC",34.9734,-95.9782,2.9,4.10,19,"Oklahoma"
ci,11278562,1,"Thursday, April  4, 2013 00:19:54 UTC",33.8000,-116.0895,1.4,3.90,30,"Southern California"
nc,71965805,1,"Thursday, April  4, 2013 00:16:53 UTC",38.8043,-122.7910,1.4,1.20,26,"Northern California"
ci,11278554,1,"Thursday, April  4, 2013 00:16:45 UTC",33.8057,-116.0952,1.5,2.30,38,"Southern California"
ci,11278546,1,"Thursday, April  4, 2013 00:13:22 UTC",33.8028,-116.0933,2.0,3.10,60,"Southern California"
uw,60514477,2,"Thursday, April  4, 2013 00:00:35 UTC",42.4470,-123.1270,1.0,0.00,11,"Oregon"
ak,10688021,2,"Wednesday, April  3, 2013 23:58:23 UTC",62.1238,-151.4224,1.2,83.80,16,"Central Alaska"
ci,11278522,1,"Wednesday, April  3, 2013 23:32:39 UTC",33.8005,-116.0918,1.3,1.40,34,"Southern California"
ak,10686606,2,"Wednesday, April  3, 2013 23:16:42 UTC",64.9953,-147.3447,1.3,0.00,15,"Central Alaska"
ak,10686602,2,"Wednesday, April  3, 2013 23:06:17 UTC",59.9072,-151.4589,1.6,71.00,20,"Kenai Peninsula, Alaska"
us,b000fzej,5,"Wednesday, April  3, 2013 23:00:23 UTC",19.3203,95.7746,4.7,11.10,34,"Myanmar"
ci,11278474,1,"Wednesday, April  3, 2013 22:55:31 UTC",33.7998,-116.0967,1.6,2.20,41,"Southern California"
